subject,predicate,name_predicate,value_predicate,object
numerai28.6_attribute_12,propertyValue,,0.0,density
numerai28.6_attribute_12,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_12,propertyValue,,0.2502999999999999,missing_perc
numerai28.6_attribute_12,propertyValue,,0.0138375,uniqueness
numerai28.6_attribute_12,propertyValue,,0.0002,min
numerai28.6_attribute_12,propertyValue,,1.0,max
numerai28.6_attribute_12,propertyValue,,0.510175,mean
numerai28.6_attribute_12,propertyValue,,0.52795,median
numerai28.6_attribute_12,propertyValue,,0.2886125,std
numerai28.6_attribute_12,propertyValue,,-0.072825,skewness
numerai28.6_attribute_12,propertyValue,,-1.18035,kurtosis
numerai28.6_attribute_12,propertyValue,,0.2450375,mad
numerai28.6_attribute_12,propertyValue,,0.4940875,iqr
numerai28.6_attribute_12,propertyValue,,0.0907125,p_min
numerai28.6_attribute_12,propertyValue,,0.8106250000000002,p_max
numerai28.6_attribute_12,propertyValue,,0.0621749999999999,k_min
numerai28.6_attribute_12,propertyValue,,0.615975,k_max
numerai28.6_attribute_12,propertyValue,,0.09115,s_min
numerai28.6_attribute_12,propertyValue,,0.8117375000000001,s_max
numerai28.6_attribute_12,propertyValue,,6.904375000000001,entropy
numerai28.6_attribute_12,propertyValue,,0.0,density
numerai28.6_attribute_12,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_12,propertyValue,,0.1989874999999999,missing_perc
numerai28.6_attribute_12,propertyValue,,0.0129624999999999,uniqueness
numerai28.6_attribute_12,propertyValue,,0.0002,min
numerai28.6_attribute_12,propertyValue,,1.0,max
numerai28.6_attribute_12,propertyValue,,0.5104,mean
numerai28.6_attribute_12,propertyValue,,0.5278,median
numerai28.6_attribute_12,propertyValue,,0.2886625,std
numerai28.6_attribute_12,propertyValue,,-0.07285,skewness
numerai28.6_attribute_12,propertyValue,,-1.1822624999999998,kurtosis
numerai28.6_attribute_12,propertyValue,,0.2451625,mad
numerai28.6_attribute_12,propertyValue,,0.4942625,iqr
numerai28.6_attribute_12,propertyValue,,0.0921125,p_min
numerai28.6_attribute_12,propertyValue,,0.8105250000000002,p_max
numerai28.6_attribute_12,propertyValue,,0.063175,k_min
numerai28.6_attribute_12,propertyValue,,0.6157999999999999,k_max
numerai28.6_attribute_12,propertyValue,,0.0926874999999999,s_min
numerai28.6_attribute_12,propertyValue,,0.8116625000000001,s_max
numerai28.6_attribute_12,propertyValue,,6.9048375,entropy
numerai28.6_attribute_12,propertyValue,,0.0,density
numerai28.6_attribute_12,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_12,propertyValue,,0.149925,missing_perc
numerai28.6_attribute_12,propertyValue,,0.0122,uniqueness
numerai28.6_attribute_12,propertyValue,,0.0002,min
numerai28.6_attribute_12,propertyValue,,1.0,max
numerai28.6_attribute_12,propertyValue,,0.5101875,mean
numerai28.6_attribute_12,propertyValue,,0.5279625,median
numerai28.6_attribute_12,propertyValue,,0.2884624999999999,std
numerai28.6_attribute_12,propertyValue,,-0.07295,skewness
numerai28.6_attribute_12,propertyValue,,-1.17955,kurtosis
numerai28.6_attribute_12,propertyValue,,0.244825,mad
numerai28.6_attribute_12,propertyValue,,0.49345,iqr
numerai28.6_attribute_12,propertyValue,,0.091325,p_min
numerai28.6_attribute_12,propertyValue,,0.810275,p_max
numerai28.6_attribute_12,propertyValue,,0.062675,k_min
numerai28.6_attribute_12,propertyValue,,0.6156249999999999,k_max
numerai28.6_attribute_12,propertyValue,,0.0919125,s_min
numerai28.6_attribute_12,propertyValue,,0.8113874999999999,s_max
numerai28.6_attribute_12,propertyValue,,6.9052,entropy
numerai28.6_attribute_12,propertyValue,,0.0,density
numerai28.6_attribute_12,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_12,propertyValue,,0.1003375,missing_perc
numerai28.6_attribute_12,propertyValue,,0.0115249999999999,uniqueness
numerai28.6_attribute_12,propertyValue,,0.0002,min
numerai28.6_attribute_12,propertyValue,,1.0,max
numerai28.6_attribute_12,propertyValue,,0.5102875,mean
numerai28.6_attribute_12,propertyValue,,0.5280625000000001,median
numerai28.6_attribute_12,propertyValue,,0.2885125,std
numerai28.6_attribute_12,propertyValue,,-0.0730999999999999,skewness
numerai28.6_attribute_12,propertyValue,,-1.1799875000000002,kurtosis
numerai28.6_attribute_12,propertyValue,,0.2449625,mad
numerai28.6_attribute_12,propertyValue,,0.4937875,iqr
numerai28.6_attribute_12,propertyValue,,0.092575,p_min
numerai28.6_attribute_12,propertyValue,,0.8103750000000001,p_max
numerai28.6_attribute_12,propertyValue,,0.0636,k_min
numerai28.6_attribute_12,propertyValue,,0.615725,k_max
numerai28.6_attribute_12,propertyValue,,0.0933124999999999,s_min
numerai28.6_attribute_12,propertyValue,,0.8114875,s_max
numerai28.6_attribute_12,propertyValue,,6.9055625,entropy
numerai28.6_attribute_12,propertyValue,,0.0,density
numerai28.6_attribute_12,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_12,propertyValue,,0.05035,missing_perc
numerai28.6_attribute_12,propertyValue,,0.0109,uniqueness
numerai28.6_attribute_12,propertyValue,,0.0002,min
numerai28.6_attribute_12,propertyValue,,1.0,max
numerai28.6_attribute_12,propertyValue,,0.5104375,mean
numerai28.6_attribute_12,propertyValue,,0.5288375,median
numerai28.6_attribute_12,propertyValue,,0.2885374999999999,std
numerai28.6_attribute_12,propertyValue,,-0.0736125,skewness
numerai28.6_attribute_12,propertyValue,,-1.1802499999999998,kurtosis
numerai28.6_attribute_12,propertyValue,,0.24505,mad
numerai28.6_attribute_12,propertyValue,,0.4937875,iqr
numerai28.6_attribute_12,propertyValue,,0.0923,p_min
numerai28.6_attribute_12,propertyValue,,0.8105625,p_max
numerai28.6_attribute_12,propertyValue,,0.0632625,k_min
numerai28.6_attribute_12,propertyValue,,0.6158874999999999,k_max
numerai28.6_attribute_12,propertyValue,,0.0928,s_min
numerai28.6_attribute_12,propertyValue,,0.8116749999999999,s_max
numerai28.6_attribute_12,propertyValue,,6.905900000000001,entropy
numerai28.6_attribute_12,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.5008499999999999,missing_perc
numerai28.6_attribute_4,propertyValue,,0.0208124999999999,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4943375,mean
numerai28.6_attribute_4,propertyValue,,0.4830499999999999,median
numerai28.6_attribute_4,propertyValue,,0.293875,std
numerai28.6_attribute_4,propertyValue,,0.054825,skewness
numerai28.6_attribute_4,propertyValue,,-1.2995875,kurtosis
numerai28.6_attribute_4,propertyValue,,0.2664375,mad
numerai28.6_attribute_4,propertyValue,,0.5338499999999999,iqr
numerai28.6_attribute_4,propertyValue,,0.043225,p_min
numerai28.6_attribute_4,propertyValue,,0.81535,p_max
numerai28.6_attribute_4,propertyValue,,0.0296625,k_min
numerai28.6_attribute_4,propertyValue,,0.620525,k_max
numerai28.6_attribute_4,propertyValue,,0.0441625,s_min
numerai28.6_attribute_4,propertyValue,,0.8155874999999999,s_max
numerai28.6_attribute_4,propertyValue,,6.900812500000001,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.44945,missing_perc
numerai28.6_attribute_4,propertyValue,,0.01885,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.49315,mean
numerai28.6_attribute_4,propertyValue,,0.4817749999999999,median
numerai28.6_attribute_4,propertyValue,,0.2940124999999999,std
numerai28.6_attribute_4,propertyValue,,0.059125,skewness
numerai28.6_attribute_4,propertyValue,,-1.3001375,kurtosis
numerai28.6_attribute_4,propertyValue,,0.2656125,mad
numerai28.6_attribute_4,propertyValue,,0.5351874999999999,iqr
numerai28.6_attribute_4,propertyValue,,0.0411624999999999,p_min
numerai28.6_attribute_4,propertyValue,,0.8147249999999999,p_max
numerai28.6_attribute_4,propertyValue,,0.0283,k_min
numerai28.6_attribute_4,propertyValue,,0.619775,k_max
numerai28.6_attribute_4,propertyValue,,0.0422499999999999,s_min
numerai28.6_attribute_4,propertyValue,,0.8149249999999999,s_max
numerai28.6_attribute_4,propertyValue,,6.9019875,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.3993374999999999,missing_perc
numerai28.6_attribute_4,propertyValue,,0.017275,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4937875,mean
numerai28.6_attribute_4,propertyValue,,0.4824124999999999,median
numerai28.6_attribute_4,propertyValue,,0.29395,std
numerai28.6_attribute_4,propertyValue,,0.0577875,skewness
numerai28.6_attribute_4,propertyValue,,-1.3007,kurtosis
numerai28.6_attribute_4,propertyValue,,0.2660375,mad
numerai28.6_attribute_4,propertyValue,,0.534325,iqr
numerai28.6_attribute_4,propertyValue,,0.0421249999999999,p_min
numerai28.6_attribute_4,propertyValue,,0.8149124999999999,p_max
numerai28.6_attribute_4,propertyValue,,0.0289249999999999,k_min
numerai28.6_attribute_4,propertyValue,,0.6201375,k_max
numerai28.6_attribute_4,propertyValue,,0.043175,s_min
numerai28.6_attribute_4,propertyValue,,0.8151124999999999,s_max
numerai28.6_attribute_4,propertyValue,,6.9025625,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.3494125,missing_perc
numerai28.6_attribute_4,propertyValue,,0.015975,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4934625,mean
numerai28.6_attribute_4,propertyValue,,0.4820624999999999,median
numerai28.6_attribute_4,propertyValue,,0.29395,std
numerai28.6_attribute_4,propertyValue,,0.0592875,skewness
numerai28.6_attribute_4,propertyValue,,-1.3006875,kurtosis
numerai28.6_attribute_4,propertyValue,,0.2659125,mad
numerai28.6_attribute_4,propertyValue,,0.5347000000000001,iqr
numerai28.6_attribute_4,propertyValue,,0.0440249999999999,p_min
numerai28.6_attribute_4,propertyValue,,0.8151124999999999,p_max
numerai28.6_attribute_4,propertyValue,,0.0301874999999999,k_min
numerai28.6_attribute_4,propertyValue,,0.6203,k_max
numerai28.6_attribute_4,propertyValue,,0.0450875,s_min
numerai28.6_attribute_4,propertyValue,,0.8153375,s_max
numerai28.6_attribute_4,propertyValue,,6.9033625,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.3002375,missing_perc
numerai28.6_attribute_4,propertyValue,,0.014825,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4933375,mean
numerai28.6_attribute_4,propertyValue,,0.4816,median
numerai28.6_attribute_4,propertyValue,,0.2938375,std
numerai28.6_attribute_4,propertyValue,,0.0601875,skewness
numerai28.6_attribute_4,propertyValue,,-1.3008875000000002,kurtosis
numerai28.6_attribute_4,propertyValue,,0.2654875,mad
numerai28.6_attribute_4,propertyValue,,0.53445,iqr
numerai28.6_attribute_4,propertyValue,,0.0424625,p_min
numerai28.6_attribute_4,propertyValue,,0.8151,p_max
numerai28.6_attribute_4,propertyValue,,0.02915,k_min
numerai28.6_attribute_4,propertyValue,,0.6202374999999999,k_max
numerai28.6_attribute_4,propertyValue,,0.0435124999999999,s_min
numerai28.6_attribute_4,propertyValue,,0.8153499999999999,s_max
numerai28.6_attribute_4,propertyValue,,6.903999999999999,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.2495375,missing_perc
numerai28.6_attribute_4,propertyValue,,0.013825,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4935125,mean
numerai28.6_attribute_4,propertyValue,,0.4820624999999999,median
numerai28.6_attribute_4,propertyValue,,0.29395,std
numerai28.6_attribute_4,propertyValue,,0.0581625,skewness
numerai28.6_attribute_4,propertyValue,,-1.3012125,kurtosis
numerai28.6_attribute_4,propertyValue,,0.2658125,mad
numerai28.6_attribute_4,propertyValue,,0.5351875,iqr
numerai28.6_attribute_4,propertyValue,,0.0422499999999999,p_min
numerai28.6_attribute_4,propertyValue,,0.8151999999999999,p_max
numerai28.6_attribute_4,propertyValue,,0.0289874999999999,k_min
numerai28.6_attribute_4,propertyValue,,0.6203875,k_max
numerai28.6_attribute_4,propertyValue,,0.04325,s_min
numerai28.6_attribute_4,propertyValue,,0.8154250000000001,s_max
numerai28.6_attribute_4,propertyValue,,6.9045625,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.199675,missing_perc
numerai28.6_attribute_4,propertyValue,,0.0129874999999999,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4933,mean
numerai28.6_attribute_4,propertyValue,,0.4820625,median
numerai28.6_attribute_4,propertyValue,,0.29385,std
numerai28.6_attribute_4,propertyValue,,0.059675,skewness
numerai28.6_attribute_4,propertyValue,,-1.3002625,kurtosis
numerai28.6_attribute_4,propertyValue,,0.265625,mad
numerai28.6_attribute_4,propertyValue,,0.5351374999999999,iqr
numerai28.6_attribute_4,propertyValue,,0.04215,p_min
numerai28.6_attribute_4,propertyValue,,0.8151250000000001,p_max
numerai28.6_attribute_4,propertyValue,,0.0289374999999999,k_min
numerai28.6_attribute_4,propertyValue,,0.620325,k_max
numerai28.6_attribute_4,propertyValue,,0.0432124999999999,s_min
numerai28.6_attribute_4,propertyValue,,0.8153625,s_max
numerai28.6_attribute_4,propertyValue,,6.9049875,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.1503625,missing_perc
numerai28.6_attribute_4,propertyValue,,0.0122,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4934874999999999,mean
numerai28.6_attribute_4,propertyValue,,0.4820625,median
numerai28.6_attribute_4,propertyValue,,0.293925,std
numerai28.6_attribute_4,propertyValue,,0.0590374999999999,skewness
numerai28.6_attribute_4,propertyValue,,-1.30025,kurtosis
numerai28.6_attribute_4,propertyValue,,0.265575,mad
numerai28.6_attribute_4,propertyValue,,0.534825,iqr
numerai28.6_attribute_4,propertyValue,,0.0427,p_min
numerai28.6_attribute_4,propertyValue,,0.8152874999999999,p_max
numerai28.6_attribute_4,propertyValue,,0.0293375,k_min
numerai28.6_attribute_4,propertyValue,,0.62045,k_max
numerai28.6_attribute_4,propertyValue,,0.043775,s_min
numerai28.6_attribute_4,propertyValue,,0.8155,s_max
numerai28.6_attribute_4,propertyValue,,6.9052500000000006,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.0997125,missing_perc
numerai28.6_attribute_4,propertyValue,,0.0114999999999999,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.4935124999999999,mean
numerai28.6_attribute_4,propertyValue,,0.4821499999999999,median
numerai28.6_attribute_4,propertyValue,,0.2938,std
numerai28.6_attribute_4,propertyValue,,0.0587375,skewness
numerai28.6_attribute_4,propertyValue,,-1.2997125000000005,kurtosis
numerai28.6_attribute_4,propertyValue,,0.26555,mad
numerai28.6_attribute_4,propertyValue,,0.5344875,iqr
numerai28.6_attribute_4,propertyValue,,0.042725,p_min
numerai28.6_attribute_4,propertyValue,,0.8151,p_max
numerai28.6_attribute_4,propertyValue,,0.02935,k_min
numerai28.6_attribute_4,propertyValue,,0.6202375,k_max
numerai28.6_attribute_4,propertyValue,,0.043775,s_min
numerai28.6_attribute_4,propertyValue,,0.8153125,s_max
numerai28.6_attribute_4,propertyValue,,6.9056125,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_4,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_4,propertyValue,,0.0497499999999999,missing_perc
numerai28.6_attribute_4,propertyValue,,0.0109,uniqueness
numerai28.6_attribute_4,propertyValue,,0.0,min
numerai28.6_attribute_4,propertyValue,,1.0,max
numerai28.6_attribute_4,propertyValue,,0.493425,mean
numerai28.6_attribute_4,propertyValue,,0.4821499999999999,median
numerai28.6_attribute_4,propertyValue,,0.293925,std
numerai28.6_attribute_4,propertyValue,,0.0585,skewness
numerai28.6_attribute_4,propertyValue,,-1.3008875,kurtosis
numerai28.6_attribute_4,propertyValue,,0.26555,mad
numerai28.6_attribute_4,propertyValue,,0.535775,iqr
numerai28.6_attribute_4,propertyValue,,0.042375,p_min
numerai28.6_attribute_4,propertyValue,,0.815175,p_max
numerai28.6_attribute_4,propertyValue,,0.0290875,k_min
numerai28.6_attribute_4,propertyValue,,0.6203000000000001,k_max
numerai28.6_attribute_4,propertyValue,,0.043425,s_min
numerai28.6_attribute_4,propertyValue,,0.8153875,s_max
numerai28.6_attribute_4,propertyValue,,6.905875000000001,entropy
numerai28.6_attribute_4,propertyValue,,0.0,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.5012000000000001,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0208125,uniqueness
numerai28.6_attribute_10,propertyValue,,0.000875,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.49255,mean
numerai28.6_attribute_10,propertyValue,,0.4933125,median
numerai28.6_attribute_10,propertyValue,,0.29245,std
numerai28.6_attribute_10,propertyValue,,0.0163875,skewness
numerai28.6_attribute_10,propertyValue,,-1.2480999999999998,kurtosis
numerai28.6_attribute_10,propertyValue,,0.26,mad
numerai28.6_attribute_10,propertyValue,,0.5184624999999999,iqr
numerai28.6_attribute_10,propertyValue,,0.003875,p_min
numerai28.6_attribute_10,propertyValue,,0.8058749999999999,p_max
numerai28.6_attribute_10,propertyValue,,0.0025,k_min
numerai28.6_attribute_10,propertyValue,,0.61315,k_max
numerai28.6_attribute_10,propertyValue,,0.0036999999999999,s_min
numerai28.6_attribute_10,propertyValue,,0.807375,s_max
numerai28.6_attribute_10,propertyValue,,6.9004875000000006,entropy
numerai28.6_attribute_10,propertyValue,,1.25e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.4492375,missing_perc
numerai28.6_attribute_10,propertyValue,,0.01885,uniqueness
numerai28.6_attribute_10,propertyValue,,0.000625,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.49315,mean
numerai28.6_attribute_10,propertyValue,,0.4944375000000001,median
numerai28.6_attribute_10,propertyValue,,0.2926249999999999,std
numerai28.6_attribute_10,propertyValue,,0.015675,skewness
numerai28.6_attribute_10,propertyValue,,-1.2494125,kurtosis
numerai28.6_attribute_10,propertyValue,,0.2605,mad
numerai28.6_attribute_10,propertyValue,,0.5194875,iqr
numerai28.6_attribute_10,propertyValue,,0.00625,p_min
numerai28.6_attribute_10,propertyValue,,0.8063625000000001,p_max
numerai28.6_attribute_10,propertyValue,,0.003925,k_min
numerai28.6_attribute_10,propertyValue,,0.6136625,k_max
numerai28.6_attribute_10,propertyValue,,0.0057249999999999,s_min
numerai28.6_attribute_10,propertyValue,,0.8079000000000001,s_max
numerai28.6_attribute_10,propertyValue,,6.9016625,entropy
numerai28.6_attribute_10,propertyValue,,3.75e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.399975,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0173249999999999,uniqueness
numerai28.6_attribute_10,propertyValue,,0.000375,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.492825,mean
numerai28.6_attribute_10,propertyValue,,0.49375,median
numerai28.6_attribute_10,propertyValue,,0.2925625,std
numerai28.6_attribute_10,propertyValue,,0.0175374999999999,skewness
numerai28.6_attribute_10,propertyValue,,-1.2494125,kurtosis
numerai28.6_attribute_10,propertyValue,,0.26095,mad
numerai28.6_attribute_10,propertyValue,,0.519475,iqr
numerai28.6_attribute_10,propertyValue,,0.0069,p_min
numerai28.6_attribute_10,propertyValue,,0.806075,p_max
numerai28.6_attribute_10,propertyValue,,0.0043749999999999,k_min
numerai28.6_attribute_10,propertyValue,,0.61345,k_max
numerai28.6_attribute_10,propertyValue,,0.0064249999999999,s_min
numerai28.6_attribute_10,propertyValue,,0.8076249999999999,s_max
numerai28.6_attribute_10,propertyValue,,6.902474999999999,entropy
numerai28.6_attribute_10,propertyValue,,6.25e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.3496375,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0159875,uniqueness
numerai28.6_attribute_10,propertyValue,,0.00025,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.492925,mean
numerai28.6_attribute_10,propertyValue,,0.4937125,median
numerai28.6_attribute_10,propertyValue,,0.29255,std
numerai28.6_attribute_10,propertyValue,,0.0166499999999999,skewness
numerai28.6_attribute_10,propertyValue,,-1.2493625,kurtosis
numerai28.6_attribute_10,propertyValue,,0.26055,mad
numerai28.6_attribute_10,propertyValue,,0.5197,iqr
numerai28.6_attribute_10,propertyValue,,0.0063,p_min
numerai28.6_attribute_10,propertyValue,,0.8058124999999999,p_max
numerai28.6_attribute_10,propertyValue,,0.0039625,k_min
numerai28.6_attribute_10,propertyValue,,0.6132,k_max
numerai28.6_attribute_10,propertyValue,,0.0058125,s_min
numerai28.6_attribute_10,propertyValue,,0.80735,s_max
numerai28.6_attribute_10,propertyValue,,6.9030625,entropy
numerai28.6_attribute_10,propertyValue,,7.500000000000001e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.3000625,missing_perc
numerai28.6_attribute_10,propertyValue,,0.014825,uniqueness
numerai28.6_attribute_10,propertyValue,,0.0005,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.493125,mean
numerai28.6_attribute_10,propertyValue,,0.4944375,median
numerai28.6_attribute_10,propertyValue,,0.2925374999999999,std
numerai28.6_attribute_10,propertyValue,,0.015125,skewness
numerai28.6_attribute_10,propertyValue,,-1.2484625,kurtosis
numerai28.6_attribute_10,propertyValue,,0.2605625,mad
numerai28.6_attribute_10,propertyValue,,0.51955,iqr
numerai28.6_attribute_10,propertyValue,,0.0069625,p_min
numerai28.6_attribute_10,propertyValue,,0.8061500000000001,p_max
numerai28.6_attribute_10,propertyValue,,0.00445,k_min
numerai28.6_attribute_10,propertyValue,,0.613375,k_max
numerai28.6_attribute_10,propertyValue,,0.0064875,s_min
numerai28.6_attribute_10,propertyValue,,0.807625,s_max
numerai28.6_attribute_10,propertyValue,,6.903574999999999,entropy
numerai28.6_attribute_10,propertyValue,,5e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.2506375,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0138749999999999,uniqueness
numerai28.6_attribute_10,propertyValue,,0.000125,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.493,mean
numerai28.6_attribute_10,propertyValue,,0.4939875,median
numerai28.6_attribute_10,propertyValue,,0.292575,std
numerai28.6_attribute_10,propertyValue,,0.0160375,skewness
numerai28.6_attribute_10,propertyValue,,-1.249375,kurtosis
numerai28.6_attribute_10,propertyValue,,0.2604125,mad
numerai28.6_attribute_10,propertyValue,,0.5195125,iqr
numerai28.6_attribute_10,propertyValue,,0.00565,p_min
numerai28.6_attribute_10,propertyValue,,0.8061625,p_max
numerai28.6_attribute_10,propertyValue,,0.0035375,k_min
numerai28.6_attribute_10,propertyValue,,0.6135124999999999,k_max
numerai28.6_attribute_10,propertyValue,,0.0051875,s_min
numerai28.6_attribute_10,propertyValue,,0.80765,s_max
numerai28.6_attribute_10,propertyValue,,6.90425,entropy
numerai28.6_attribute_10,propertyValue,,8.750000000000001e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.1995625,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0129749999999999,uniqueness
numerai28.6_attribute_10,propertyValue,,0.0005,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.492975,mean
numerai28.6_attribute_10,propertyValue,,0.49395,median
numerai28.6_attribute_10,propertyValue,,0.2925375,std
numerai28.6_attribute_10,propertyValue,,0.016225,skewness
numerai28.6_attribute_10,propertyValue,,-1.2492375,kurtosis
numerai28.6_attribute_10,propertyValue,,0.2605375,mad
numerai28.6_attribute_10,propertyValue,,0.5198,iqr
numerai28.6_attribute_10,propertyValue,,0.0059749999999999,p_min
numerai28.6_attribute_10,propertyValue,,0.8057749999999999,p_max
numerai28.6_attribute_10,propertyValue,,0.0037875,k_min
numerai28.6_attribute_10,propertyValue,,0.6130125000000001,k_max
numerai28.6_attribute_10,propertyValue,,0.005525,s_min
numerai28.6_attribute_10,propertyValue,,0.807275,s_max
numerai28.6_attribute_10,propertyValue,,6.904662500000001,entropy
numerai28.6_attribute_10,propertyValue,,5e-05,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.1505625,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0122125,uniqueness
numerai28.6_attribute_10,propertyValue,,0.0,min
numerai28.6_attribute_10,propertyValue,,1.0,max
numerai28.6_attribute_10,propertyValue,,0.4927875,mean
numerai28.6_attribute_10,propertyValue,,0.4938125000000001,median
numerai28.6_attribute_10,propertyValue,,0.2925125,std
numerai28.6_attribute_10,propertyValue,,0.0168,skewness
numerai28.6_attribute_10,propertyValue,,-1.2495125,kurtosis
numerai28.6_attribute_10,propertyValue,,0.260975,mad
numerai28.6_attribute_10,propertyValue,,0.5191,iqr
numerai28.6_attribute_10,propertyValue,,0.005625,p_min
numerai28.6_attribute_10,propertyValue,,0.8055,p_max
numerai28.6_attribute_10,propertyValue,,0.00355,k_min
numerai28.6_attribute_10,propertyValue,,0.6128125,k_max
numerai28.6_attribute_10,propertyValue,,0.0051875,s_min
numerai28.6_attribute_10,propertyValue,,0.8069999999999999,s_max
numerai28.6_attribute_10,propertyValue,,6.90505,entropy
numerai28.6_attribute_10,propertyValue,,0.0001,density
numerai28.6_attribute_10,propertyValue,,96320.0,n_tuples
numerai28.6_attribute_10,propertyValue,,0.1004999999999999,missing_perc
numerai28.6_attribute_10,propertyValue,,0.0115375,uniqueness
numerai28.6_attribute_10,propertyValue,,0.000125,min
numerai28.6_attribute_10,propertyValue,,1.0,max
